date,ISIN,ticker,name,Country,event_type,rank_final,rank_prev,ric
2025-05-01,SE0000862997,BILL.ST,BILLERUD,SE,DELETE,610,589,BILL.ST
2025-05-01,DE0006766504,NDA.DE,AURUBIS,DE,DELETE,604,552,NAFG.DE
2025-05-01,PLBIG0000016,MILP.WA,BANK MILLENNIUM,PL,DELETE,603,596,MILP.WA
2025-05-01,IE0000669501,GL9.IR,GLANBIA,IE,ADD,598,628,GL9.I
2025-05-01,GB00B2NGPM57,PAG.L,Paragon Banking Group PLC,GB,ADD,597,627,PAGPA.L
2025-05-01,CY0200352116,FRO.OL,FRONTLINE,NO,ADD,590,611,FRO.OL
2025-05-01,SE0017780133,WALL-B.ST,WALLENSTAM B,SE,ADD,588,607,WALLb.ST
2025-05-01,GB0004657408,MTO.L,MITIE GROUP,GB,ADD,586,649,MTO.L
2025-05-01,SE0007692850,CAMX.ST,CAMURUS,SE,ADD,581,602,CAMX.ST
2025-05-01,GB00B7KR2P84,EZJ.L,EASYJET,GB,ADD,575,603,EZJ.L
2025-05-01,GB00BNC5T391,ROO.L,DELIVEROO A,GB,ADD,554,666,ROO.L
2025-06-02,FR0013447729,VRLA.PA,VERALLIA,FR,DELETE,615,585,VRLA.PA
2025-06-02,FO0000000179,BAKK-A.OL,BAKKAFROST,NO,DELETE,619,572,BAKKA.OL
2025-06-02,BE0003470755,SOLB.BR,SOLVAY,BE,DELETE,621,543,SOLB.BR
2025-06-02,GB00B3MBS747,OCDO.L,OCADO,GB,DELETE,633,600,OCDO.L
2025-06-02,IM00B7S9G985,PTEC.L,PLAYTECH,GB,DELETE,837,522,PTEC.L
2025-06-02,SE0007692850,CAMX.ST,CAMURUS,SE,DELETE,665,581,CAMX.ST
2025-06-02,AT000000STR1,STRV.VI,STRABAG,AT,DELETE,761,451,STRV.VI
2025-06-02,DE0005313704,AFX.DE,CARL ZEISS MEDITEC,DE,DELETE,610,576,AFXG.DE
2025-06-02,NL0012044747,RDC.DE,REDCARE PHARMACY,DE,DELETE,634,566,RDC.DE
2025-06-02,CH0012142631,CLN.SW,CLARIANT,CH,DELETE,608,599,CLN.S
2025-06-02,FR0013258662,AYV.PA,Ayvens,FR,ADD,541,609,AYV.PA
2025-06-02,DK0010234467,FLS.CO,FLSMIDTH & COMPANY,DK,ADD,595,649,FLS.CO
2025-06-02,ES0180907000,UNI.MC,UNICAJA BANCO S.A.,ES,ADD,593,626,UNI.MC
2025-06-02,DE000FTG1111,FTK.DE,FLATEXDEGIRO N,DE,ADD,592,622,FTKn.DE
2025-06-02,PLSOFTB00016,ACPP.WA,ASSECO POLAND,PL,ADD,586,627,ACPP.WA
2025-06-02,DE000A0D6554,NDX1.DE,NORDEX,DE,ADD,584,605,NDXG.DE
2025-06-02,GB0007973794,SRP.L,SERCO GRP,GB,ADD,579,602,SRP.L
2025-06-02,IT0005278236,PIRC.MI,PIRELLI & C. S.P.A.,IT,ADD,570,611,PIRC.MI
2025-06-02,GB0031215220,CCL.L,CARNIVAL,GB,ADD,556,618,CCL.L
2025-06-02,GB00BNHSJN34,QLT.L,QUILTER,GB,ADD,600,617,QLT.L
2025-07-01,SE0017780133,WALL-B.ST,WALLENSTAM B,SE,DELETE,606,594,WALLb.ST
2025-07-01,SE0015671995,HEM.ST,HEMNET,SE,DELETE,609,560,HEM.ST
2025-07-01,DE000A0D6554,NDX1.DE,NORDEX,DE,DELETE,610,584,NDXG.DE
2025-07-01,GB0004657408,MTO.L,MITIE GROUP,GB,DELETE,613,564,MTO.L
2025-07-01,SE0017161243,FNOX.ST,FORTNOX AB,SE,DELETE,891,424,FNOX.ST
2025-07-01,CY0200352116,FRO.OL,FRONTLINE,NO,DELETE,629,577,FRO.OL
2025-07-01,PLALIOR00045,ALRR.WA,ALIOR BANK,PL,DELETE,636,596,ALRR.WA
2025-07-01,DE000FTG1111,FTK.DE,FLATEXDEGIRO N,DE,DELETE,603,592,FTKn.DE
2025-07-01,FR0013269123,RUI.PA,RUBIS,FR,DELETE,617,598,RUBF.PA
2025-07-01,LU2910446546,ZAB.WA,ZABKA GROUP,PL,DELETE,601,582,ZAB.WA
2025-07-01,CH0239229302,SFSN.SW,SFS GROUP,CH,DELETE,604,578,SFSN.S
2025-07-01,BE0974320526,UMI.BR,UMICORE,BE,ADD,596,686,UMI.BR
2025-07-01,CH0025536027,BCHN.SW,BURCKHARDT CMPSN.HLDG.,CH,ADD,595,622,BCHN.S
2025-07-01,LU1673108939,AT1.DE,AROUNDTOWN (FRA),DE,ADD,594,630,AT1.DE
2025-07-01,SE0022726485,BETS-B.ST,BETSSON B,SE,ADD,593,607,BETSb.ST
2025-07-01,GB00BLDRH360,OSB.L,OSB GROUP,GB,ADD,586,601,OSBO.L
2025-07-01,PLPGER000010,PGE.WA,PGE,PL,ADD,576,648,PGE.WA
2025-07-01,GB00BNTJ3546,ALLFG.AS,ALLFUNDS GROUP,NL,ADD,566,626,ALLFG.AS
2025-07-01,DE0006766504,NDA.DE,AURUBIS,DE,ADD,562,609,NAFG.DE
2025-07-01,GB0008085614,MGNS.L,MORGAN SINDALL GROUP,GB,ADD,561,617,MGNS.L
2025-07-01,FR0010282822,VU.PA,VUSIONGROUP,FR,ADD,600,667,VU.PA
2025-08-01,GB00B2NGPM57,PAG.L,Paragon Banking Group PLC,GB,DELETE,604,581,PAGPA.L
2025-08-01,GB0002869419,BYG.L,BIG YELLOW GROUP,GB,DELETE,605,574,BYG.L
2025-08-01,DE0005470405,LXS.DE,LANXESS,DE,DELETE,611,598,LXSG.DE
2025-08-01,SE0024171458,ASKER.ST,ASKER HEALTHCARE GROUP,SE,DELETE,617,588,ASKER.ST
2025-08-01,GB0001859296,VTY.L,VISTRY GROUP,GB,DELETE,630,592,VTYV.L
2025-08-01,SE0022726485,BETS-B.ST,BETSSON B,SE,DELETE,663,593,BETSb.ST
2025-08-01,FR0000121709,SEBF.PA,SEB,FR,DELETE,655,571,SEBF.PA
2025-08-01,GB00B63QSB39,GRG.L,GREGGS,GB,DELETE,659,578,GRG.L
2025-08-01,FR0000071946,ATE.PA,ALTEN,FR,DELETE,602,584,LTEN.PA
2025-08-01,FR0010282822,VU.PA,VUSIONGROUP,FR,DELETE,673,600,VU.PA
2025-08-01,DE0006969603,PUM.DE,PUMA,DE,DELETE,631,549,PUMG.DE
2025-08-01,CH0014786500,VATN.SW,VALIANT,CH,ADD,599,623,VATN.S
2025-08-01,IT0004056880,AMPF.MI,AMPLIFON,IT,DELETE,640,539,AMPF.MI
2025-08-01,CY0200352116,FRO.OL,FRONTLINE,NO,ADD,577,629,FRO.OL
2025-08-01,DE000A0D6554,NDX1.DE,NORDEX,DE,ADD,529,610,NDXG.DE
2025-08-01,GB00BCRX1J15,JUST.L,JUST GROUP,GB,ADD,543,703,JUSTJ.L
2025-08-01,DK0015998017,BAV-A.CO,BAVARIAN NORDIC,DK,ADD,544,668,BAVA.CO
2025-08-01,NO0003028904,VEND-A.OL,VEND MARKETPLACES A,NO,ADD,556,611,VENDA.OL
2025-08-01,GB00BVGBY890,ZEG.L,ZEGONA COMMUNICATIONS,GB,ADD,560,640,ZEG.L
2025-08-01,NO0010209331,PROT.OL,PROTECTOR FORSIKRING,NO,ADD,542,602,PROT.OL
2025-08-01,FI4000571013,HIA-B.HE,HIAB,FI,ADD,566,622,HIAB.HE
2025-08-01,DE000FTG1111,FTK.DE,FLATEXDEGIRO N,DE,ADD,570,603,FTKn.DE
2025-08-01,CH1176493729,BANB.SW,BACHEM HOLDING,CH,ADD,573,638,BANB.S
2025-08-01,SE0007692850,CAMX.ST,CAMURUS,SE,ADD,576,615,CAMX.ST
2025-08-01,FR0000127771,VIV.PA,VIVENDI,FR,ADD,564,607,VIV.PA
2025-08-01,GB00B3MBS747,OCDO.L,OCADO,GB,ADD,582,691,OCDO.L
2025-09-02,ES0105777017,PUIGb.MC,PUIG BRANDS B,ES,DELETE,605,597,PUIGb.MC
2025-09-02,IT0000784196,BPSI.MI,BCA POPOLARE DI SONDRIO,IT,DELETE,851,583,BPSI.MI
2025-09-02,DE000KSAG888,SDF.DE,K + S,DE,DELETE,641,584,SDFGn.DE
2025-09-02,PLCCC0000016,CCCP.WA,CCC SA,PL,DELETE,628,578,CCCP.WA
2025-09-02,GB0002652740,DLN.L,DERWENT LONDON,GB,DELETE,618,572,DLN.L
2025-09-02,IT0005278236,PIRC.MI,PIRELLI & C. S.P.A.,IT,DELETE,616,596,PIRC.MI
2025-09-02,CH1176493729,BANB.SW,BACHEM HOLDING,CH,DELETE,609,573,BANB.S
2025-09-02,GB00B7KR2P84,EZJ.L,EASYJET,GB,DELETE,608,600,EZJ.L
2025-09-02,PLALIOR00045,ALRR.WA,ALIOR BANK,PL,ADD,600,609,ALRR.WA
2025-09-02,FR0000130403,DIOR.PA,CHRISTIAN DIOR,FR,ADD,599,623,DIOR.PA
2025-09-02,ES0137650018,FLUI.MC,FLUIDRA,ES,ADD,596,634,FLUI.MC
2025-09-02,FR0013176526,FR.PA,VALEO,FR,ADD,584,610,VLOF.PA
2025-09-02,DE0006969603,PUM.DE,PUMA,DE,ADD,579,631,PUMG.DE
2025-09-02,NO0003055501,NOD.OL,NORDIC SEMICONDUCTOR,NO,ADD,556,606,NOD.OL
2025-09-02,GB00BYRJ5J14,PHP.L,PRIMARY HEALTH PROPS.,GB,ADD,552,728,PHP.L
2025-09-02,FR0012333284,ABVX.PA,ABIVAX,FR,ADD,522,603,ABVX.PA
2025-09-02,GB0008085614,MGNS.L,MORGAN SINDALL GROUP,GB,DELETE,602,569,MGNS.L
2025-10-01,ES0137650018,FLUI.MC,FLUIDRA,ES,DELETE,612,596,FLUI.MC
2025-10-01,CH0126673539,DKSH.SW,DKSH HOLDING,CH,DELETE,616,588,DKSH.S
2025-10-01,CH0025536027,BCHN.SW,BURCKHARDT CMPSN.HLDG.,CH,DELETE,618,565,BCHN.S
2025-10-01,BE0974400328,AZE.BR,AZELIS GROUP,BE,DELETE,620,590,AZE.BR
2025-10-01,CH0012100191,TECN.SW,TECAN,CH,DELETE,634,583,TECN.S
2025-10-01,IT0003492391,DIAS.MI,DIASORIN,IT,DELETE,631,587,DIAS.MI
2025-10-01,GB00B3MBS747,OCDO.L,OCADO,GB,DELETE,706,559,OCDO.L
2025-10-01,GB00BP92CJ43,TATE.L,TATE & LYLE,GB,DELETE,647,580,TATE.L
2025-10-01,NO0003028904,VEND-A.OL,VEND MARKETPLACES A,NO,DELETE,606,574,VENDA.OL
2025-10-01,FI4000571013,HIA-B.HE,HIAB,FI,DELETE,627,586,HIAB.HE
2025-10-01,PLALIOR00045,ALRR.WA,ALIOR BANK,PL,DELETE,603,600,ALRR.WA
2025-10-01,CH0030380734,HUBN.SW,HUBER+SUHNER 'R',CH,ADD,569,617,HUBN.S
2025-10-01,FR0010282822,VU.PA,VUSIONGROUP,FR,ADD,597,678,VU.PA
2025-10-01,JE00BF4X3P53,JTC.L,JTC GROUP,GB,ADD,556,610,JTC.L
2025-10-01,FR0013269123,RUI.PA,RUBIS,FR,ADD,561,607,RUBF.PA
2025-10-01,LU2910446546,ZAB.WA,ZABKA GROUP,PL,ADD,570,601,ZAB.WA
2025-10-01,GB0008085614,MGNS.L,MORGAN SINDALL GROUP,GB,ADD,581,602,MGNS.L
2025-10-01,IT0003115950,DLG.MI,DE LONGHI,IT,ADD,599,612,DLG.MI
2025-10-01,PLTAURN00011,TPE.WA,TAURON,PL,ADD,586,619,TPE.WA
2025-10-01,GB0002869419,BYG.L,BIG YELLOW GROUP,GB,ADD,592,620,BYG.L
2025-10-01,PLCCC0000016,CCCP.WA,CCC SA,PL,ADD,593,628,CCCP.WA
2025-10-01,GB0001859296,VTY.L,VISTRY GROUP,GB,ADD,595,615,VTYV.L
2025-10-01,LU0088087324,SESG.PA,SES,LU,ADD,584,621,SESFd.PA
2025-11-03,NO0010209331,PROT.OL,PROTECTOR FORSIKRING,NO,DELETE,602,577,PROT.OL
2025-11-03,PLCCC0000016,CCCP.WA,CCC SA,PL,DELETE,664,593,CCCP.WA
2025-11-03,DE0006969603,PUM.DE,PUMA,DE,DELETE,641,588,PUMG.DE
2025-11-03,ES0184262212,VIS.MC,VISCOFAN,ES,DELETE,622,594,VIS.MC
2025-11-03,LU1072616219,BMEB.L,B&M EUROPEAN VALUE RETAIL,GB,DELETE,617,498,BMEB.L
2025-11-03,FR0010282822,VU.PA,VUSIONGROUP,FR,DELETE,616,597,VU.PA
2025-11-03,LU2910446546,ZAB.WA,ZABKA GROUP,PL,DELETE,605,570,ZAB.WA
2025-11-03,NO0006390301,MING.OL,SPAREBANK 1 SMN,NO,DELETE,604,590,MING.OL
2025-11-03,ES0183746314,VID.MC,VIDRALA,ES,DELETE,603,589,VID.MC
2025-11-03,CH0239229302,SFSN.SW,SFS GROUP,CH,ADD,600,611,SFSN.S
2025-11-03,PLALIOR00045,ALRR.WA,ALIOR BANK,PL,ADD,599,603,ALRR.WA
2025-11-03,FR0000071946,ATE.PA,ALTEN,FR,ADD,598,608,LTEN.PA
2025-11-03,IT0005278236,PIRC.MI,PIRELLI & C. S.P.A.,IT,ADD,595,615,PIRC.MI
2025-11-03,CH0126673539,DKSH.SW,DKSH HOLDING,CH,ADD,594,616,DKSH.S
2025-11-03,SE0016101844,SINCH.ST,SINCH,SE,ADD,593,652,SINCH.ST
2025-11-03,PLBIG0000016,MILP.WA,BANK MILLENNIUM,PL,ADD,591,617,MILP.WA
2025-11-03,SE0014401378,ALIF-B.ST,ADDLIFE,SE,ADD,588,651,ALIFb.ST
2025-11-03,ES0137650018,FLUI.MC,FLUIDRA,ES,ADD,578,612,FLUI.MC
2025-11-03,GB00BKDRYJ47,AAF.L,AIRTEL AFRICA PLC,GB,ADD,561,601,AAF.L
2025-11-03,GB0004657408,MTO.L,MITIE GROUP,GB,ADD,552,602,MTO.L
2025-12-01,LU1673108939,AT1.DE,AROUNDTOWN (FRA),DE,DELETE,604,592,AT1.DE
2025-12-01,SE0014401378,ALIF-B.ST,ADDLIFE,SE,DELETE,618,588,ALIFb.ST
2025-12-01,FR0000071946,ATE.PA,ALTEN,FR,DELETE,620,598,LTEN.PA
2025-12-01,NO0003055501,NOD.OL,NORDIC SEMICONDUCTOR,NO,DELETE,623,589,NOD.OL
2025-12-01,FR0000127771,VIV.PA,VIVENDI,FR,DELETE,666,581,VIV.PA
2025-12-01,PLPGER000010,PGE.WA,PGE,PL,DELETE,626,579,PGE.WA
2025-12-01,DK0015998017,BAV-A.CO,BAVARIAN NORDIC,DK,DELETE,635,553,BAVA.CO
2025-12-01,LU0088087324,SESG.PA,SES,LU,DELETE,647,576,SESFd.PA
2025-12-01,FR0000050809,SOP.PA,SOPRA STERIA GROUP,FR,DELETE,603,597,SOPR.PA
2025-12-01,CH0239229302,SFSN.SW,SFS GROUP,CH,DELETE,624,600,SFSN.S
2025-12-01,GB00BM8Q5M07,JD.L,JD SPORTS FASHION,GB,DELETE,602,539,JD.L
2025-12-01,SE0016101844,SINCH.ST,SINCH,SE,DELETE,667,593,SINCH.ST
2025-12-01,ES0183746314,VID.MC,VIDRALA,ES,ADD,593,603,VID.MC
2025-12-01,PLBNFTS00018,BFT.WA,BENEFIT SYSTEMS,PL,ADD,561,637,BFT.WA
2025-12-01,LU2910446546,ZAB.WA,ZABKA GROUP,PL,ADD,568,605,ZAB.WA
2025-12-01,IT0005482333,TPRO.MI,TECHNOPROBE SPA,IT,ADD,574,685,TPRO.MI
2025-12-01,ES0132105018,ACX.MC,ACERINOX,ES,ADD,575,612,ACX.MC
2025-12-01,GB00B7KR2P84,EZJ.L,EASYJET,GB,ADD,596,613,EZJ.L
2025-12-01,CH0022268228,EFGN.SW,EFG INTERNATIONAL N,CH,ADD,583,621,EFGN.S
2025-12-01,NO0010209331,PROT.OL,PROTECTOR FORSIKRING,NO,ADD,585,602,PROT.OL
2025-12-01,NL0000337319,BAMN.AS,BAM GROEP KON.,NL,ADD,587,631,BAMN.AS
2025-12-01,GB00BV9FP302,CCC.L,COMPUTACENTER,GB,ADD,588,610,CCC.L
2025-12-01,PLKETY000011,KTY.WA,KETY,PL,ADD,580,601,KTY.WA
2026-01-02,DK0060946788,AMBU-B.CO,AMBU 'B',DK,DELETE,602,595,AMBUb.CO
2026-01-02,ES0137650018,FLUI.MC,FLUIDRA,ES,DELETE,617,598,FLUI.MC
2026-01-02,IT0005278236,PIRC.MI,PIRELLI & C. S.P.A.,IT,DELETE,612,600,PIRC.MI
2026-01-02,CH1486524122,DOKA.SW,dorma+kaba,CH,DELETE,611,597,DOKA.S
2026-01-02,FR0000121121,EURA.PA,EURAZEO,FR,DELETE,608,586,EURA.PA
2026-01-02,PLKETY000011,KTY.WA,KETY,PL,DELETE,607,580,KTY.WA
2026-01-02,PLTAURN00011,TPE.WA,TAURON,PL,DELETE,605,566,TPE.WA
2026-01-02,GB0001859296,VTY.L,VISTRY GROUP,GB,DELETE,604,578,VTYV.L
2026-01-02,GB00BV9FP302,CCC.L,COMPUTACENTER,GB,DELETE,603,588,CCC.L
2026-01-02,FR0000071946,ATE.PA,ALTEN,FR,ADD,600,620,LTEN.PA
2026-01-02,NL0009432491,VOPA.AS,VOPAK,NL,DELETE,618,589,VOPA.AS
2026-01-02,NO0006390301,MING.OL,SPAREBANK 1 SMN,NO,ADD,594,609,MING.OL
2026-01-02,GB00BM8Q5M07,JD.L,JD SPORTS FASHION,GB,ADD,587,602,JD.L
2026-01-02,FR0000121147,FRVIA.PA,FORVIA,FR,ADD,583,611,FRVIA.PA
2026-01-02,DE000AUM0V10,AM3D.DE,AUMOVIO,DE,ADD,581,625,AMV0n.DE
2026-01-02,DE0006969603,PUM.DE,PUMA,DE,ADD,577,605,PUMG.DE
2026-01-02,NO0006000900,SBNOR.OL,SPAREBANKEN NORGE,NO,ADD,576,601,SBNOR.OL
2026-01-02,AT0000908504,VIG.VI,VIENNA INSURANCE,AT,ADD,571,680,VIGR.VI
2026-01-02,GB0004300496,PAF.L,PAN AFRICAN RESOURCES,GB,ADD,567,633,PAFR.L
2026-01-02,FR0000050809,SOP.PA,SOPRA STERIA GROUP,FR,ADD,557,603,SOPR.PA
2026-01-02,FO0000000179,BAKK-A.OL,BAKKAFROST,NO,ADD,599,628,BAKKA.OL
2026-02-02,GB00BM8Q5M07,JD.L,JD SPORTS FASHION,GB,DELETE,603,587,JD.L
2026-02-02,GB00BYZDVK82,SCT.L,SOFTCAT,GB,DELETE,606,597,SCTS.L
2026-02-02,CH0126673539,DKSH.SW,DKSH HOLDING,CH,DELETE,607,593,DKSH.S
2026-02-02,DE000AUM0V10,AM3D.DE,AUMOVIO,DE,DELETE,610,581,AMV0n.DE
2026-02-02,FR0000121204,MWDP.PA,WENDEL,FR,DELETE,611,590,MWDP.PA
2026-02-02,JE00BMDZN391,TCAP.L,TP ICAP,GB,DELETE,613,592,TCAPI.L
2026-02-02,NL0011821392,LIGHT.AS,SIGNIFY,NL,DELETE,621,551,LIGHT.AS
2026-02-02,SE0006422390,THULE.ST,THULE GROUP,SE,DELETE,615,562,THULE.ST
2026-02-02,IT0005090300,INWT.MI,INWIT,IT,DELETE,616,584,INWT.MI
2026-02-02,NL0000337319,BAMN.AS,BAM GROEP KON.,NL,DELETE,601,563,BAMN.AS
2026-02-02,NO0006390301,MING.OL,SPAREBANK 1 SMN,NO,DELETE,622,594,MING.OL
2026-02-02,GB00BND88V85,BPTB.L,BRIDGEPOINT GROUP,GB,DELETE,625,598,BPTB.L
2026-02-02,GB00B7KR2P84,EZJ.L,EASYJET,GB,DELETE,628,591,EZJ.L
2026-02-02,LU2910446546,ZAB.WA,ZABKA GROUP,PL,DELETE,614,585,ZAB.WA
2026-02-02,IT0005278236,PIRC.MI,PIRELLI & C. S.P.A.,IT,ADD,599,612,PIRC.MI
2026-02-02,IT0004931058,MTCM.MI,MAIRE,IT,ADD,584,614,MTCM.MI
2026-02-02,CH1431598916,IFCN.SW,INFICON,CH,ADD,596,662,IFCN.S
2026-02-02,NL0009432491,VOPA.AS,VOPAK,NL,ADD,595,618,VOPA.AS
2026-02-02,GB0002652740,DLN.L,DERWENT LONDON,GB,ADD,588,609,DLN.L
2026-02-02,PLKETY000011,KTY.WA,KETY,PL,ADD,583,607,KTY.WA
2026-02-02,LU0088087324,SESG.PA,SES,LU,ADD,581,648,SESFd.PA
2026-02-02,CH1176493729,BANB.SW,BACHEM HOLDING,CH,ADD,580,627,BANB.S
2026-02-02,CH0360826991,COTNE.SW,COMET HOLDINGS 'R',CH,ADD,574,678,COTNE.S
2026-02-02,GB0002074580,GNS.L,GENUS,GB,ADD,572,634,GNS.L
2026-02-02,DE000TKMS001,TKMS.DE,TKMS,DE,ADD,571,703,TKMS.DE
2026-02-02,GB00B1FW5029,HOC.L,HOCHSCHILD MINING,GB,ADD,565,658,HOCM.L
2026-02-02,GB00BV9FP302,CCC.L,COMPUTACENTER,GB,ADD,564,603,CCC.L
2026-02-02,FR001400T0D6,CAN.L,CANAL+,GB,ADD,561,616,CAN.L
2026-02-02,PLTAURN00011,TPE.WA,TAURON,PL,ADD,542,605,TPE.WA
2026-02-02,FO0000000179,BAKK-A.OL,BAKKAFROST,NO,DELETE,639,599,BAKKA.OL
2026-02-02,DE000KSAG888,SDF.DE,K + S,DE,ADD,597,621,SDFGn.DE
2026-02-02,IT0005366767,NEXII.MI,NEXI SPA,IT,DELETE,649,588,NEXII.MI
